,id,name,sku,url_key,brand_name,seller_product_id,seller_id,price,original_price,discount,discount_rate,rating_average,review_count,productset_id,category,sold
1619,215123575,Màn hình phẳng gaming 24 inch VSP VU241Q 2K - QHD /USB-C Type-C - Hàng chính hãng,9934780507966,man-hinh-phang-gaming-24-inch-vsp-vu241q-2k-qhd-usb-c-type-c-hang-chinh-hang-p215123575,VSP,250461890,12395,4350000,4350000,0,0,5.0,1,2565,Laptop - Máy tính và Linh kiện,1
1620,181097381,Đầu Bấm Mạng RJ45 CAT6 Golden Link – 100PCS - (100 cái/ hộp) - Hàng chính hãng,2275527040239,dau-bam-mang-rj45-cat6-golden-link-100pcs-100-cai-hop-hang-chinh-hang-p181097381,GOLDEN LINK,191446740,12395,800000,800000,0,0,5.0,1,2517,Laptop - Máy tính và Linh kiện,1
1621,223895571,Ổ Cứng SSD Adata SU650 512GB 2.5inch SATA III - Hàng Chính Hãng,2568620535641,o-cung-ssd-adata-su650-512gb-2-5inch-sata-iii-hang-chinh-hang-p223895571,ADATA,223895573,12395,770000,770000,0,0,3.0,1,2491,Laptop - Máy tính và Linh kiện,1
1622,111484881,Nguồn Adapter 12V- 5A ( Kèm dây nguồn),8190826154915,nguon-adapter-12v-5a-kem-day-nguon-p111484881,OEM,162958711,265319,87000,87000,0,0,5.0,1,2595,Laptop - Máy tính và Linh kiện,5
1623,56987633,"Dây cáp mạng CAT8 AMPCOM 2 đầu bấm sẵn, dài 1m đến 5m - HÀng chính hãng",1006059658444,day-cap-mang-cat8-ampcom-2-dau-bam-san-dai-1m-den-5m-hang-chinh-hang-p56987633,AMPCOM,56987637,30953,290000,350000,60000,17,4.5,7,2517,Laptop - Máy tính và Linh kiện,40
1624,121259463,"Hộp Mực 93A Dùng Cho Máy In HP M435 / M701 / M706 / M706N Bản In Sắc Nét, Giá Rẻ",7190811040966,hop-muc-cartridge-93a-du-ng-cho-ma-y-in-hp-m435-m701-m706-m706n-ban-in-sac-net-gia-re-p121259463,OEM,121259464,188432,572000,572000,0,0,5.0,2,2617,Laptop - Máy tính và Linh kiện,5
1625,16604634,Đĩa DVD-R 4.7GB Maxell - Hàng chính hãng (Hộp 10 đĩa - 10 vỏ đựng),1234688676243,dia-dvd-r-4-7gb-maxell-hang-chinh-hang-hop-10-dia-10-vo-dung-p16604634,MAXELL,24041994,59640,190000,190000,0,0,5.0,1,2571,Laptop - Máy tính và Linh kiện,32
1626,82842545,Trống Drum Mit-su 1606 dùng cho mực in Hp 35A / 85A / 83A/ 78A/ 79A/ 36A Canon 325/ 326/ 328/ 337/ 312/ 313,5315383014268,drum-hp-35a-85a-83a-78a-79a-canon-325-326-328-337-312-p82842545,OEM,82842548,43974,48100,48100,0,0,4.0,1,2617,Laptop - Máy tính và Linh kiện,12
1627,87167484,"Mực nạp inkMAX IM-22_Sử dụng cho: Brother TN-2280, TN-2385.  Panasonic KX-FA 88, KX-FAT 92, 411.  Xerox P255D, P265D, Hàng chính hãng",6143725774317,muc-nap-inkmax-im-22_su-dung-cho-brother-tn-2280-tn-2385-panasonic-kx-fa-88-kx-fat-92-411-xerox-p255d-p265d-hang-chinh-hang-p87167484,INKMAX,193053075,273254,43000,43000,0,0,0.0,0,2617,Laptop - Máy tính và Linh kiện,1
1628,151594277,Mực dùng cho máy photocopy Ricoh MP 5500 | 6500 | 7500 | 6000 | 7000 | 8000 | 6001 | 7001 | 8001 | 9001 | 6002 | 7500 | 7502 | 9002 | 1060 | 1075 | 2051 | 2060 | 2075 | 9100 900G,3767882198779,muc-dung-cho-may-photocopy-ricoh-mp-5500-6500-7500-6000-7000-8000-6001-7001-8001-9001-6002-7500-7502-9002-1060-1075-2051-2060-2075-9100-900g-p151594277,OEM,151594278,2671,280000,280000,0,0,5.0,1,2617,Laptop - Máy tính và Linh kiện,8
1629,193669071,[Tặng tua vít] Thiết bị chia mạng Switch Để Bàn TP-LINK TL-SF1006P 6 Cổng 10/100Mbps với 4 Cổng PoE+ - Hàng chính hãng,8715493192575,thiet-bi-chia-mang-switch-de-ban-tp-link-tl-sf1006p-6-cong-10-100mbps-voi-4-cong-poe-hang-chinh-hang-p193669071,TPLINK,193669072,288229,731000,1025000,294000,29,5.0,2,2511,Laptop - Máy tính và Linh kiện,3
1630,196233206,"(Bọc Bạc) Dây Mạng Ngoài Trời HIDEKI CAT6 FTP 8 Lõi Đồng Nguyên Chất, Bọc Bạc Và Có Sợi Thép Chịu Lực, Vỏ HDPE Siêu Bền - Hàng Chính Hãng",4102194769635,boc-bac-day-mang-ngoai-troi-hideki-cat5e-8-loi-dong-nguyen-chat-boc-bac-va-co-soi-thep-chiu-luc-vo-hdpe-sieu-ben-hang-chinh-hang-p196233206,HIDEKI,196233210,12591,193000,193000,0,0,4.5,2,2517,Laptop - Máy tính và Linh kiện,6
1631,125589385,Bộ Nguồn cho máy đồng bộ Dell optiplex 390 - 790 - 990 SFF,1576976351166,bo-nguon-cho-may-bo-dell-790-990-ssf-p125589385,OEM,125589387,20428,486000,486000,0,0,4.5,9,2581,Laptop - Máy tính và Linh kiện,62
1632,35921896,Giấy in tem vàng bạc trang sức 42*10mm,1841514811411,giay-in-tem-vang-bac-trang-suc-42-10mm-p35921896,OEM,100283873,3844,140000,140000,0,0,0.0,0,2621,Laptop - Máy tính và Linh kiện,5
1633,11891436,"Đầu chuyển đổi USB 3.0 đực sang USB 3.1 Type C cái dùng cho PC, laptop, macbook, điện thoại UGREEN 30705 US204 - Hàng chính hãng",7681927011256,dau-chuyen-doi-usb-3-0-duc-sang-usb-3-1-type-c-cai-dung-cho-pc-laptop-macbook-dien-thoai-ugreen-30705-us204-hang-chinh-hang-p11891436,UGREEN,225264191,65781,98000,98000,0,0,0.0,0,2489,Laptop - Máy tính và Linh kiện,0
1634,243093254,"Sạc dành cho MacBook Pro 13"" 2020 Adapter Charger A1947 A2338 A2251 A1534 A2289 Type-C 87W",1278436807765,sac-danh-cho-macbook-pro-13-2020-adapter-charger-a1947-a2338-a2251-a1534-a2289-type-c-87w-p243093254,OEM,247754691,2666,840000,840000,0,0,5.0,1,2595,Laptop - Máy tính và Linh kiện,3
1635,87009984,"Màn Hình MSI Optix MAG251RX 240Hz (24.5 inch, 1920 x 1080, 240Hz, IPS, 1ms) -Hàng Chính Hãng",7333521269576,man-hinh-msi-optix-mag251rx-240hz-24-5-inch-1920-x-1080-240hz-ips-1ms-hang-chinh-hang-p87009984,MSI,87009985,12395,8990000,8990000,0,0,5.0,2,2565,Laptop - Máy tính và Linh kiện,3
1636,20585127,Router Wi-Fi Di Động Chuẩn N 3G/4G TL-MR3020 - Hàng chính hãng,7889268116332,router-wi-fi-di-dong-chuan-n-3g-4g-tl-mr3020-hang-chinh-hang-p20585127,TPLINK,33135831,27847,410000,410000,0,0,4.5,15,2507,Laptop - Máy tính và Linh kiện,108
1637,191767693,Đầu in nhiệt dùng cho máy in hóa đơn khổ 80mm (K80) - Hàng nhập khẩu,9608543864680,dau-in-nhiet-dung-cho-may-in-hoa-don-kho-80mm-k80-hang-nhap-khau-p191767693,XPRINTER,192178871,54535,740000,740000,0,0,5.0,1,2609,Laptop - Máy tính và Linh kiện,2
1638,185862606,Máy tính để bàn PC i5 6500 - vga rời GT 730 2GB D5 gaming văn phòng - Hàng nhập khẩu,8618719165830,may-tinh-de-ban-pc-i5-6500-vga-roi-gt-730-2gb-d5-gaming-van-phong-p185862606,INTEL,185862607,46736,5140000,5140000,0,0,4.5,2,2641,Laptop - Máy tính và Linh kiện,4
1639,109890229,Bộ test cáp mạng RJ45/RJ11/USB đa năng M726AT + Tặng kèm Tool nhấn mạng KD-01,3969010406604,bo-test-cap-mang-rj45-rj11-usb-da-nang-m726at-tang-kem-tool-nhan-mang-kd-01-p109890229,OEM,109890234,41292,165000,165000,0,0,4.5,2,2517,Laptop - Máy tính và Linh kiện,7
1640,250338432,Kích Sóng Wifi 4 Râu Ăng Ten Phát Xuyên Tường Chuẩn N Tốc Độ 300mbps Màu Trắng Bộ Kích Sóng Wifi Thu Phát Mở Rộng Khuếch Đại Sóng Wifi USB Wifi Kiêm Router Wifi Băng Tần Rộng,7129895032734,kich-song-wifi-4-rau-ang-ten-phat-xuyen-tuong-chuan-n-toc-do-300mbps-mau-trang-bo-kich-song-wifi-thu-phat-mo-rong-khuech-dai-song-wifi-usb-wifi-kiem-router-wifi-bang-tan-rong-p250338432,OEM,250338434,332928,305000,610000,305000,50,4.0,2,2505,Laptop - Máy tính và Linh kiện,2
1641,146416186,Decal nhiệt giấy in tem A6 - 100x150 - 500 tem,5272183182900,decal-nhiet-giay-in-tem-a6-100x150-500-tem-p146416186,OEM,206148156,3844,63000,63000,0,0,5.0,1,2621,Laptop - Máy tính và Linh kiện,48
1642,205766255,Ổ Cứng Camera Seagate SkyHawk 1TB ST1000VX005 - Hàng chính hãng,1562785309478,o-cung-hdd-video-seagate-skyhawk-1tb-st1000vx005-hang-chinh-hang-p205766255,SEAGATE,205766256,298886,920000,1150000,230000,20,5.0,1,2497,Laptop - Máy tính và Linh kiện,6
1643,151596121,Bộ phát wifi TP-Link Archer AX55 - Hàng Chính Hãng,6080998691967,bo-phat-wifi-tp-link-archer-ax55-hang-chinh-hang-p151596121,TPLINK,151596122,12395,1580000,1580000,0,0,4.8,9,2499,Laptop - Máy tính và Linh kiện,31
1644,198436835,"Màn hình LG 27'' UHD 4K IPS với VESA DisplayHDR 400, USB Type-C, 27UP850N-W - Hàng Chính Hãng",4274444372959,man-hinh-lg-27-uhd-4k-ips-voi-vesa-displayhdr-400-usb-type-c-27up850n-w-hang-chinh-hang-p198436835,LG,217092941,27572,10280000,10280000,0,0,5.0,1,2603,Laptop - Máy tính và Linh kiện,3
1645,50384042,Card Màn Hình VGA ASUS TUF-GTX1660S-O6G-GAMING - Hàng Chính Hãng,3280098882062,card-man-hinh-vga-asus-tuf-gtx1660s-o6g-gaming-hang-chinh-hang-p50384042,ASUS,50446897,27572,5490000,5490000,0,0,5.0,3,2551,Laptop - Máy tính và Linh kiện,6
1646,197148356,"Màn hình máy tính SKYWORTH 27"" IPS Full HD 75Hz VESA sRGB 99% Tích hợp loa 27B1H - Hàng chính hãng",7971543322459,man-hinh-may-tinh-skyworth-27-ips-full-hd-75hz-vesa-srgb-99-tich-hop-loa-27b1h-hang-chinh-hang-p197148356,SKYWORTH,201877348,12395,2630000,2630000,0,0,5.0,1,2605,Laptop - Máy tính và Linh kiện,4
1647,188089635,Máy Test Và Dò Cáp Mạng POE Noyafa NF-8209 - Hàng Nhập Khẩu,5616053823041,may-test-va-do-cap-mang-poe-noyafa-nf-8209-hang-nhap-khau-p188089635,NOYAFA,188089637,80295,1395000,1395000,0,0,5.0,4,2517,Laptop - Máy tính và Linh kiện,15
1648,197883370,"Màn Hình Gaming Galax PR-02 ( 27""/FHD/VA/75Hz/G-sync Compatible/Borderless/ USB-C Supported) - Hàng chính hãng",9337898316157,ma-n-hi-nh-gaming-galax-pr-02-27-fhd-va-75hz-g-sync-compatible-borderless-usb-c-supported-ha-ng-chi-nh-ha-ng-p197883370,GALAX,197883371,27572,2899000,3500000,601000,17,5.0,2,2565,Laptop - Máy tính và Linh kiện,5
1649,56986166,"Dây cáp mạng CAT7 AMPCOM 2 đầu bấm sẵn, dạng dẹt, vỏ bện dù, dài 1m-15m - Hàng chính hãng",5389668784084,day-cap-mang-cat7-ampcom-2-dau-bam-san-dang-det-vo-ben-du-dai-1m-15m-hang-chinh-hang-p56986166,AMPCOM,56986170,30953,143000,159000,16000,10,4.8,11,2517,Laptop - Máy tính và Linh kiện,47
1650,214615798,Laptop HP 240 G9 6L1X7PA (i3-1215U | 8GB | 256GB | Intel Iris Xe Graphics | 14' FHD | Win 11) Hàng chính hãng,8901025436319,laptop-hp-240-g9-6l1x7pa-i3-1215u-8gb-256gb-intel-iris-xe-graphics-14-fhd-win-11-p214615798,HP,243090048,282372,14286000,17143200,2857200,17,5.0,1,2635,Laptop - Máy tính và Linh kiện,2
1651,19879930,Quạt Tản Nhiệt Bếp Hồng Ngoại 18VDC,7767618391131,quat-tan-nhiet-bep-hong-ngoai-18vdc-p19879930,OEM,102738897,189143,21000,21000,0,0,4.8,13,2583,Laptop - Máy tính và Linh kiện,54
1652,174256818,"Switch TP-Link TL-SG105 Gigabit Hàng Chính Hãng - 5 cổng RJ45 10/100/1000Mbps, Vỏ Kim Loại",9372367896548,switch-tp-link-tl-sg105-gigabit-hang-chinh-hang-8-cong-rj45-10-100-1000mbps-vo-kim-loai-p174256818,TPLINK,207489915,858,355000,355000,0,0,5.0,1,2511,Laptop - Máy tính và Linh kiện,5
1653,456521,TP-Link  Archer C20 - Router Băng Tần Kép Không Dây AC750 - Hàng Chính Hãng,4454100450245,tp-link-archer-c20-router-bang-tan-kep-khong-day-ac750-hang-chinh-hang-p456521,TPLINK,7632184,12395,415000,415000,0,0,4.8,107,2499,Laptop - Máy tính và Linh kiện,600
1654,816127,USB Wi-Fi Băng Tần Kép AC650 Totolink A650UA (Đen) - Hàng Chính Hãng,5074020722209,usb-wi-fi-bang-tan-kep-ac650-totolink-a650ua-den-hang-chinh-hang-p816127,TOTOLINK,6946889,12395,197000,197000,0,0,4.8,38,2499,Laptop - Máy tính và Linh kiện,170
1655,142369983,"Máy in bill hóa đơn, máy in mini cầm tay bluetooth bỏ túi hỗ trợ trên điện thoại android ios - tặng 5 cuộn giấy in",7943642079736,may-in-bill-hoa-don-may-in-mini-cam-tay-bluetooth-bo-tui-ho-tro-tren-dien-thoai-android-ios-tang-5-cuon-giay-in-p142369983,OEM,142369986,62739,520000,520000,0,0,4.7,11,2609,Laptop - Máy tính và Linh kiện,25
1656,192010844,Mực Chai 107A Dùng nạp cho Hộp mực máy in HP 107a/ 107w/ 135a/ 135w,8591859175684,muc-chai-107a-dung-nap-cho-hop-muc-may-in-hp-107a-107w-135a-135w-p192010844,OEM,207289666,190490,28900,28900,0,0,4.0,2,2617,Laptop - Máy tính và Linh kiện,30
1657,254083075,"Máy tính bàn PC HP 280 Pro G9 SFF (72K90PA)/ den/ Intel Core i3-12100 (upto 43Ghz, 12MB)/ RAM 8GB/ 256GB SSD/ Intel UHD Graphics 730/ WL+BT/ K&M/ Win 11SL/ 1Yr - hàng chính hãng",8097658863704,may-tinh-ban-pc-hp-280-pro-g9-sff-72k90pa-den-intel-core-i3-12100-upto-43ghz-12mb-ram-8gb-256gb-ssd-intel-uhd-graphics-730-wl-bt-k-m-win-11sl-1yr-hang-chinh-hang-p254083075,HP,254083084,282372,10440000,12528000,2088000,17,5.0,1,2641,Laptop - Máy tính và Linh kiện,1
1658,188834810,HỘP BẢO VỆ Ổ CỨNG ORICO PHP35- HÀNG CHÍNH HÃNG,4371458233223,hop-bao-ve-o-cung-orico-php35-hang-chinh-hang-p188834810,ORICO,188834814,198481,44000,69000,25000,36,5.0,1,2525,Laptop - Máy tính và Linh kiện,1
1659,13624452,Pin lap top dung lượng 2600MAh,6429476481535,pin-lap-top-dung-luong-2600mah-p13624452,OEM,59771429,110058,71091,71091,0,0,0.0,0,2599,Laptop - Máy tính và Linh kiện,0
1660,208120358,Màn chiếu treo tường Dalite 150 inch - Hàng chính hãng,1978587342600,man-chieu-treo-tuong-dalite-150-inch-hang-chinh-hang-p208120358,DALITE,73329432,24055,1590000,1590000,0,0,4.5,4,2625,Laptop - Máy tính và Linh kiện,11
1661,33197221,Bộ Phát Mesh Router Wifi TOTOLINK T6 AC1200 (2 pack) - Hàng Chính Hãng,7946826107741,bo-phat-mesh-router-wifi-totolink-t6-ac1200-2-pack-hang-chinh-hang-p33197221,TOTOLINK,50987960,7934,801000,890000,89000,10,4.6,7,2499,Laptop - Máy tính và Linh kiện,20
1662,10603668,Mực in phun Canon PG745s - Hàng chính hãng,4352277340676,muc-in-phun-canon-pg745s-tiki-vn-da-thong-bao-off-sku-khong-co-thong-tin-loai-hang-chinh-hang-nhap-khau-ngay-05-08-2019-p10603668,CANON,10603669,19553,310000,310000,0,0,5.0,4,268,Laptop - Máy tính và Linh kiện,19
1663,35585756,Mực in phun màu Canon CL746S - Hàng chính hãng,3577286263421,muc-in-phun-mau-canon-cl746s-hang-chinh-hang-p35585756,CANON,35585757,19553,399000,399000,0,0,5.0,2,2615,Laptop - Máy tính và Linh kiện,15
1664,35944794,Giá treo máy chiếu đa năng sắt 60cm - Hàng chính hãng,9368510094928,gia-treo-may-chieu-da-nang-sat-60cm-hang-chinh-hang-p35944794,OEM,49703419,24055,149000,149000,0,0,4.5,10,2627,Laptop - Máy tính và Linh kiện,45
1665,11353493,Bàn Cắt Giấy Khổ A3 Chất Liệu Bằng Kim Loại - Hàng chính hãng,2469765883262,ban-cat-giay-kho-a3-chat-lieu-bang-kim-loai-hang-chinh-hang-p11353493,OEM,58514120,3644,495000,495000,0,0,4.8,4,2569,Laptop - Máy tính và Linh kiện,19
1666,189460846,USB Acer UP300 tốc độ đọc/ghi lên đến 120 MB/s - Hàng chính hãng bảo hành 5 năm - Thiết bị lưu trữ dung lượng 8GB - 1TB,4281671468625,usb-acer-up300-toc-do-doc-ghi-len-den-120-mb-s-hang-chinh-hang-bao-hanh-5-nam-thiet-bi-luu-tru-dung-luong-8gb-1tb-p189460846,ACER,189460864,128476,90000,165000,75000,45,4.5,7,2489,Laptop - Máy tính và Linh kiện,25
1667,20410427,Cặp Converter Quang 1000mb (1gb) - Netlink  Single Mode 1 Sợi Quang - Hàng Chính Hãng,6933798830747,cap-converter-quang-1000mb-1gb-netlink-single-mode-1-soi-quang-hang-chinh-hang-p20410427,NETLINK,51033784,86595,522000,522000,0,0,4.6,9,2517,Laptop - Máy tính và Linh kiện,54
1668,190294912,"Màn hình máy tính 2K  Tomko 27 inch T2721F-2K - Hàng Chính Hãng  , CHƠI GAME NGON lại CHIẾN ĐỒ HỌA TỐT, XEM PHIM CỰC NÉT.",4765800275981,man-hinh-may-tinh-2k-tomko-27-inch-t2721f-2k-choi-game-ngon-lai-chien-do-hoa-tot-xem-phim-cuc-net-p190294912,TOMKO,190294913,93856,3158000,3689000,531000,14,4.7,15,2565,Laptop - Máy tính và Linh kiện,62
1669,95564250,Gạt lớn Gạt Drum 12A hàng chính hãng Alphacartridge dành cho hộp mực Canon 2900 3300 6300 HP 05A 49A 53A 80A ,4491632365938,gat-lon-gat-drum-12a-hang-chinh-hang-alphacartridge-danh-cho-hop-muc-canon-2900-3300-6300-hp-05a-49a-53a-80a-p95564250,ALPHACARTRIDGE,95564254,183951,9600,9600,0,0,4.0,4,2617,Laptop - Máy tính và Linh kiện,126
1670,26071266,Máy scan Plustek MobileOffice S410 hàng chính hãng,6053766955095,may-scan-plustek-mobileoffice-s410-hang-chinh-hang-p26071266,PLUSTEK,175953049,181440,1690000,1690000,0,0,5.0,5,2513,Laptop - Máy tính và Linh kiện,21
1671,117093393,Pin dành cho Laptop Lenovo Ideapad G480 G485 - Hàng Nhập Khẩu ,2674811354824,pin-danh-cho-laptop-lenovo-ideapad-g480-g485-p117093393,HI PC,194948805,170124,533000,583000,50000,9,0.0,0,2599,Laptop - Máy tính và Linh kiện,0
1672,144448669,CUỘN GIẤY IN BILL/ CUỘN GIẤY IN NHIỆT 80x45,2180749376908,cuon-giay-in-bill-cuon-giay-in-nhiet-80x45-p144448669,OEM,270503321,101260,6800,6800,0,0,0.0,0,2621,Laptop - Máy tính và Linh kiện,0
1673,21715160,Hộp mực 53a dành cho máy in hp 2015/2015d/2014 - NHẬP KHẨU,1523475461903,hop-muc-53a-danh-cho-may-in-hp-2015-2015d-2014-nhap-khau-p21715160,PREMIUM,26293417,65686,195000,195000,0,0,5.0,5,2615,Laptop - Máy tính và Linh kiện,14
1674,69355415,"Pin dành cho Laptop Dell Vostro 5468, Vostro 5368",6573782144657,pin-danh-cho-laptop-dell-vostro-5468-vostro-5368-p69355415,OEM,79475115,170124,587998,1175996,587998,50,5.0,4,2599,Laptop - Máy tính và Linh kiện,8
1675,556922,Màn Hình Cong SamSung LC24F390FHEXXV 24inch FullHD 4ms 60Hz FreeSync VA - Hàng Chính Hãng,5965004637650,man-hinh-cong-samsung-lc24f390fhexxv-24inch-fullhd-4ms-60hz-freesync-va-hang-chinh-hang-p556922,SAMSUNG,5515641,3103,2480000,2480000,0,0,4.5,15,2605,Laptop - Máy tính và Linh kiện,89
1676,200007071,Pin cho Laptop HP Pavilion CQ40 CQ42 CQ45 DV4 DV6 - Hàng Nhập Khẩu  MIBAT60,9689425096692,pin-cho-laptop-hp-pavilion-cq40-cq42-cq45-dv4-dv6-hang-nhap-khau-mibat60-p200007071,MISUFUJL,200007072,308064,360180,417600,57420,14,5.0,1,2599,Laptop - Máy tính và Linh kiện,2
1677,125433215,Sạc dành cho Dell XPS 13 9370 9380 Type-C 65W - Kèm Dây nguồn - Hàng Nhập Khẩu,6292429526803,sac-danh-cho-dell-xps-13-9370-9380-type-c-65w-p125433215,HI PC,195556567,170124,779700,799700,20000,3,5.0,1,2595,Laptop - Máy tính và Linh kiện,1
1678,56510630,Pin dành cho laptop HP mã pin: HS04 ,3014348088337,pin-danh-cho-laptop-hp-ma-pin-hs04-p56510630,OEM,58974953,44377,293900,293900,0,0,4.7,17,2599,Laptop - Máy tính và Linh kiện,43
1679,63065840,Bộ phát tín hiệu WIFI thông minh Google Nest Wifi 3 Pack - Hàng nhập khẩu,4788704867933,bo-phat-tin-hieu-wifi-thong-minh-google-nest-wifi-3-pack-hang-nhap-khau-p63065840,GOOGLE,63065841,25203,5500000,5900000,400000,7,5.0,87,2499,Laptop - Máy tính và Linh kiện,219
1680,116723243,Ổ cứng SSD Gigabyte 256GB M.2 2280 NVMe Gen3 x4 (GP-GSM2NE3256GNTD) - Hàng Chính Hãng,4682473323633,o-cung-ssd-gigabyte-256gb-m-2-2280-nvme-gen3-x4-gp-gsm2ne3256gntd-hang-chinh-hang-p116723243,GIGABYTE,194332794,915,649000,695000,46000,7,4.0,1,2491,Laptop - Máy tính và Linh kiện,3
1681,117094215,Pin dành cho Laptop Lenovo Thinkpad L14 L15 L480 L490 L580 L590 01AV463 - Hàng Nhập Khẩu ,3204699138546,pin-danh-cho-laptop-lenovo-thinkpad-l14-l15-l480-l490-l580-l590-01av463-p117094215,HI PC,194949226,170124,789000,839000,50000,6,5.0,1,2599,Laptop - Máy tính và Linh kiện,2
1682,20589395,Hộp mực máy in mã 12A Viet Toner - Hàng chính hãng,4989792543784,hop-muc-may-in-ma-12a-viet-toner-hang-chinh-hang-p20589395,VIET TONER,117708204,65686,144000,144000,0,0,4.5,2,2617,Laptop - Máy tính và Linh kiện,34
1683,230356357,"Ổ cứng SSD Lexar NS100 2.5"" Inch / SATA-III 6Gb/s - 128GB / 256GB / 512GB - Hàng Chính Hãng",2553724323847,o-cung-ssd-lexar-ns100-2-5-inch-sata-iii-6gb-s-128gb-256gb-512gb-hang-chinh-hang-p230356357,LEXAR,230356359,200265,299000,335000,36000,11,5.0,1,2491,Laptop - Máy tính và Linh kiện,1
1684,206203441,"Soundcard M-audio M-Track Solo Bộ Thu Âm, Livestream MAudio MTrack Audio Sound Card M Track Hàng Chính Hãng - Kèm Móng Gẩy DreamMaker",5667708814982,soundcard-m-audio-m-track-solo-bo-thu-am-livestream-maudio-mtrack-audio-sound-card-m-track-hang-chinh-hang-kem-mong-gay-dreammaker-p206203441,M - AUDIO,206203442,696,1570000,1570000,0,0,5.0,1,2559,Laptop - Máy tính và Linh kiện,1
1685,21259629,Khay gắn SSD 2.5 inch cho máy tính để bàn,3341632422844,khay-gan-ssd-2-5-inch-cho-may-tinh-de-ban-p21259629,OEM,53686807,915,49000,49000,0,0,4.8,24,2525,Laptop - Máy tính và Linh kiện,133
1686,491434,"Mực In Canon CL-57 Cho Máy In Canon Pixma E400, E410, E460, E480 - Hàng Chính Hãng",9283483348413,muc-in-canon-cl-57-cho-may-in-canon-pixma-e400-e410-e460-e480-hang-chinh-hang-p491434,CANON,66764841,125243,539000,539000,0,0,5.0,3,2615,Laptop - Máy tính và Linh kiện,6
1687,263982070,"Hộp đựng ổ cứng 2,5"" SSD/HDD SATA 3 Orico 2577U3-V1 - Hàng chính hãng",1634066190459,hop-dung-o-cung-2-5-ssd-hdd-sata-3-orico-2577u3-v1-hang-chinh-hang-p263982070,ORICO,264049966,915,169000,169000,0,0,4.0,1,2525,Laptop - Máy tính và Linh kiện,1
1688,12108488,Ổ cứng SSD Kingston A400 SATA III 480GB SA400S37/480G - Hàng Chính Hãng,3069737693997,o-cung-ssd-kingston-a400-sata-iii-480gb-sa400s37-480g-hang-chinh-hang-p12108488,KINGSTON,133823300,915,644000,689000,45000,7,5.0,1,2491,Laptop - Máy tính và Linh kiện,11
1689,48983240,Bàn Phím Dành Cho Laptop Asus A46 K46 K46C K46E K46CA K46CM K46CB,4896403059011,ban-phim-danh-cho-laptop-asus-a46-k46c-k46e-k46ca-k46cm-k46cb-p48983240,OEM,79482684,170124,178998,210000,31002,15,0.0,0,2597,Laptop - Máy tính và Linh kiện,0
1690,58583531,"Quạt tản nhiệt, Fan case coolmoon V2.2 Led RGB 2 vòng ring - Hàng chính hãng",9467529798250,quat-tan-nhiet-fan-case-coolmoon-v2-2-led-rgb-2-vong-ring-hang-chinh-hang-p58583531,COOLMOON,189462637,60386,69000,69000,0,0,5.0,1,2583,Laptop - Máy tính và Linh kiện,53
1691,117093418,Pin thay thế dành cho Laptop Asus A46c - Hàng Nhập Khẩu ,4978010434265,pin-thay-the-danh-cho-laptop-asus-a46c-p117093418,HI PC,195555673,170124,354900,374900,20000,5,4.0,1,2599,Laptop - Máy tính và Linh kiện,1
1692,12071732,"Mực In Cho Máy HLL-8250CDN, L8350CDW, MFC-8850CDW (Black) Brother TN-351BK Toner - Hàng Chính Hãng",2237980241729,muc-in-cho-may-hll-8250cdn-l8350cdw-mfc-8850cdw-black-brother-tn-351bk-toner-hang-chinh-hang-p12071732,BROTHER,32453388,3103,1090000,1090000,0,0,5.0,4,2617,Laptop - Máy tính và Linh kiện,7
1693,188947985,Hộp mực cho máy in HP 135a / 135w (có chip) hàng nhập khẩu - Dành cho máy in HP Laser MFP 135a  / 135w - Cartridge 107A / W1107A mới 100% [Full Box],1272669789327,hop-muc-may-in-hp-135a-135w-co-chip-nhap-khau-dung-cho-may-in-hp-laser-mfp-135a-135w-cartridge-107a-w1107a-moi-100-full-box-p188947985,OEM,205921564,65686,355000,355000,0,0,5.0,1,2617,Laptop - Máy tính và Linh kiện,15
1694,6093713,Cáp mạng Cat6 UTP 24AWG đầu bọc kim loại dài 1m UGREEN NW101 - Hàng chính hãng,3795477575300,cap-mang-cat6-utp-24awg-dau-boc-kim-loai-dai-1m-ugreen-nw101-hang-chinh-hang-p6093713,UGREEN,6093715,9884,50000,70000,20000,29,5.0,7,2517,Laptop - Máy tính và Linh kiện,57
1695,142432254,SSD KINGMAX Zeus 1TB PX3480 NVMe M.2 2280 PCIe Gen 3.0 x4 - Hàng Chính Hãng,9018758889196,ssd-kingmax-zeus-1tb-px3480-nvme-m-2-2280-pcie-gen-3-0-x4-hang-chinh-hang-p142432254,KINGMAX,142432255,3103,1750000,1750000,0,0,5.0,1,2491,Laptop - Máy tính và Linh kiện,2
1696,5360663,Hộp mực 05A nhập khẩu cho Hp P2035/2055D-Canon 251DW/252DW/6650DN/6670DN ,2914066642655,hop-muc-05a-nhap-khau-cho-hp-p2035-2055d-canon-251dw-252dw-6650dn-6670dn-p5360663,OEM,26293481,65686,168000,168000,0,0,4.5,2,268,Laptop - Máy tính và Linh kiện,32
